timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1743682387673,207,HTTP Request,200,OK,Api 1-1,text,true,,532,130,1,1,http://192.168.1.95:8000/departments,205,0,108
